Name,URL
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/doublecoset/test1.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/doublecoset/test2.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/doublecoset/test3.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/grpauto/test1.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/grpauto/test2.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/grpauto/test3.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/grpconst/grpconst.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/grpconst/test1.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/grpconst/test2.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/grpconst/test3.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/matobj/bench-matelm-access.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/matobj/bench-matobj-creation.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/matobj/bench-vecobj-creation.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/matobj/bench.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/matrix/mattests.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/primgrp/test1.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/primgrp/test2.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/primgrp/test3.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/primgrp/testprim.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/smallgrp/test1.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/smallgrp/test2.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/smallgrp/test3.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/smallgrp/testgrps.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/transclosure/test1.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/transclosure/test2.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/transclosure/test3.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/transgrp/mintransind.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/transgrp/pnormea.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/transgrp/test1.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/transgrp/test2.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/benchmark/transgrp/test3.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/dev/deleted-code/algfld.gd
GAP,https://raw.githubusercontent.com/gap-system/gap/master/dev/deleted-code/algfld.gi
GAP,https://raw.githubusercontent.com/gap-system/gap/master/dev/deleted-code/grp-classic.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/dev/gapmacro2gapdoc.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/dev/manualutils.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/dev/releases/HelpLinks-to-JSON.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/doc/dev/makedocrel.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/doc/dev/makedocreldata.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/doc/hpc/makedocrel.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/doc/hpc/makedocreldata.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/doc/ref/checkdocument.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/doc/ref/extractexamples.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/doc/ref/makedocrel.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/doc/ref/makedocreldata.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/doc/ref/runexamples.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/doc/ref/testconsistency.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/doc/tut/extractexamples.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/doc/tut/makedocrel.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/doc/tut/makedocreldata.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/doc/tut/runexamples.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/etc/gen_conway.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/etc/log2html.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/grp/basic.gd
GAP,https://raw.githubusercontent.com/gap-system/gap/master/grp/basicfp.gi
GAP,https://raw.githubusercontent.com/gap-system/gap/master/grp/basicmat.gi
GAP,https://raw.githubusercontent.com/gap-system/gap/master/grp/basicpcg.gi
GAP,https://raw.githubusercontent.com/gap-system/gap/master/grp/basicprm.gi
GAP,https://raw.githubusercontent.com/gap-system/gap/master/grp/classic.gd
GAP,https://raw.githubusercontent.com/gap-system/gap/master/grp/classic.gi
GAP,https://raw.githubusercontent.com/gap-system/gap/master/grp/glzmodmz.gd
GAP,https://raw.githubusercontent.com/gap-system/gap/master/grp/glzmodmz.gi
GAP,https://raw.githubusercontent.com/gap-system/gap/master/grp/imf.gd
GAP,https://raw.githubusercontent.com/gap-system/gap/master/grp/imf.gi
GAP,https://raw.githubusercontent.com/gap-system/gap/master/grp/perf.gd
GAP,https://raw.githubusercontent.com/gap-system/gap/master/grp/ree.gd
GAP,https://raw.githubusercontent.com/gap-system/gap/master/grp/ree.gi
GAP,https://raw.githubusercontent.com/gap-system/gap/master/grp/simple.gd
GAP,https://raw.githubusercontent.com/gap-system/gap/master/grp/simple.gi
GAP,https://raw.githubusercontent.com/gap-system/gap/master/grp/simple2.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/grp/suzuki.gd
GAP,https://raw.githubusercontent.com/gap-system/gap/master/grp/suzuki.gi
GAP,https://raw.githubusercontent.com/gap-system/gap/master/hpcgap/demo/Echelon.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/hpcgap/demo/actortest.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/hpcgap/demo/actortest2.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/hpcgap/demo/atomic.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/hpcgap/demo/bench.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/hpcgap/demo/cancel.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/hpcgap/demo/creator.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/hpcgap/demo/debugview.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/hpcgap/demo/demo.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/hpcgap/demo/factor.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/hpcgap/demo/fibtasks.g
GAP,https://raw.githubusercontent.com/gap-system/gap/master/hpcgap/demo/gc-bench.g
